course_name,category,sub_category,course_website,duration,duration_term,study_mode,degree_level,monthly_intake,intake_day,intake_month,apply_day,apply_month,city,domestic_only,international_fee,domestic_fee,fee_term,fee_year,currency,study_load,ielts_listening,ielts_speaking,ielts_writing,ielts_reading,ielts_overall,pte_listening,pte_speaking,pte_writing,pte_reading,pte_overall,toefl_listening,toefl_speaking,toefl_writing,toefl_reading,toefl_overall,english_test,reading,listening,speaking,writing,overall,academic_level,academic_score,score_type,academic_country,other_test,score,other_requirements,course_description,course_structure,career,scholarship
Computed Tomography and Magnetic Resonance,,,"https://www.moreheadstate.edu/College-of-Science/Kinesiology,-Health,-and-Imaging-Sciences/Academic-Programs/Computed-Tomography-and-Magnetic-Resonance",,,,,,,,,,,False,"6,778","4,485",Semester,2020,$,,,,,,5.0,,,,,,,,,,61,,,,,,,,,,,,,,"MSU's Computed Tomography and Magnetic Resonance (CTMR) program offers both the knowledge and necessary hands-on experience to pursue a career in medical imaging. Along with lecture courses, the program provides applied learning through clinical assignments at health care agencies throughout the region and adjacent states. The program has high graduate and employer satisfaction, as well as high job placement and passage rates on national certification examinations. Once you're accepted into the program, you can finish your degree in less than a year.",,"An Imaging Sciences degree in Computed Tomography and Magnetic Resonance offers a wide variety of career opportunities. Graduates may become employed in hospitals, outpatient imaging centers, education, research, sales, and applications. Opportunities for travel are also available. According to the U.S. Bureau of Labor Statistics' Occupation Outlook Handbook, the median annual wage for MRI technologists was $69,930 in may 2017.",
Technology Management,,,https://www.moreheadstate.edu/College-of-Business-and-Technology/Engineering-and-Technology-Management/Academic-Programs/Technology-Management,,,,,,,,,,,False,"6,778","4,485",Semester,2020,$,,,,,,5.0,,,,,,,,,,61,,,,,,,,,,,,,,"The Bachelor of Science in Technology Management at Morehead State is a degree program for people who have completed an associate degree in a technology-related field. This two-year program is offered completely online so it's convenient for working professionals, allowing them to earn a degree at their own pace. Students can choose between a technology management option and a computer information systems option.",,,
Teacher Leader,,,https://www.moreheadstate.edu/College-of-Education/Foundational-and-Graduate-Studies-in-Education/Academic-Programs/Teacher-Leader,,,,,,,,,,,False,"6,778","4,485",Semester,2020,$,,,,,,5.0,,,,,,,,,,61,,,,,,,,,,,,,,"MSU's Teacher Leader Fifth-year and Master of Arts programs provides strong leadership training for classroom teachers who want to make real changes in education. You may select options that cater to your areas of specialization, allowing you to further serve as a resource teacher, consultant, committee chair, and as an instructional leader among your peers in your schools and districts. As a teacher leader, you can help connect teachers and administrators, especially in identifying what's working and what's not, to improve educational processes and policy. You can become an advocate for the needs of a particular grade level, school or district.",,"For specific requirementsand additional information, please view the Teacher Leader program information in the",
Systems Integration Engineering,,,https://www.moreheadstate.edu/College-of-Business-and-Technology/Engineering-and-Technology-Management/Academic-Programs/Systems-Integration-Engineering,,,,,,,,,,,False,"6,778","4,485",Semester,2020,$,,,,,,5.0,,,,,,,,,,61,,,,,,,,,,,,,,"The Bachelor of Science in Systems Integration Engineering (BSSIE) is designed to meet the needs of a wide range of industries. The first of its kind in Kentucky, the BSSIE program prepares students to apply mathematical and scientific principles to the design, development and operational evaluation of total systems solutions to a wide variety of engineering problems, including the integration of human, physical, energy, communications, management and information requirements as needed, and the application of requisite analytical methods to specific situations.","[          Unnamed: 0  Unnamed: 1       FIRST YEAR COURSE SCHEDULE                    Unnamed: 2 Unnamed: 3
0            Course         NaN   Fall Semester Credits  Course               Spring Semester    Credits
1            FYS 101         NaN     First Year Seminar 3 ENG 200                    Writing II          3
2           MATH 175         NaN   Calculus I 4 General Education                        HUM II          3
3            ENG 100         NaN             Writing I 3 MATH 275                   Calculus II          4
4  General Education         NaN                   HUM I 3 SE 170  Introduction to Systems Eng.          3
5           COMS 108         NaN  Fund. Of Speech Comm. 3 EEC 141    Fund. of Electric Circuits          3
6                NaN         NaN                              NaN                           NaN        NaN
7                NaN         NaN            Total Credit Hours 16            Total Credit Hours         16,   Unnamed: 0         Unnamed: 1                 Unnamed: 2     SECOND YEAR COURSE SCHEDULE                  Unnamed: 3 Unnamed: 4
0                       Course                        NaN  Fall Semester Credits  Course             Spring Semester    Credits
1        NaN  General Education                      NSC I                       3 EMM 103         Engineering Drawing          3
2        NaN  General Education                     NSC II                       3 EMM 186   Manufacturing Processes I          3
3        NaN  PHYS 231/231L (f)  Engineering Physics I/Lab             5 PHYS 232/232L (s)  Engineering Physics II/Lab          5
4        NaN            EEC 241           Circuit Analysis                      3 MATH 276                Calculus III          4
5        NaN  General Education                      SBS I                   3 EEC 245 (s)         Digital Electronics          3
6        NaN                NaN                        NaN                             NaN                         NaN        NaN
7        NaN                NaN                        NaN           Total Credit Hours 17          Total Credit Hours         18,   Unnamed: 0       Unnamed: 1                      THIRD YEAR COURSE SCHEDULE                  Unnamed: 2 Unnamed: 3
0                     Course                  Fall Semester Credits  Course             Spring Semester    Credits
1        NaN      EMM 270 (f)        Robotics Systems Applications 3 MATH 363      Differential Equations          3
2        NaN          EEC 355  Digital & Microprocessor Systems 3 EMM 203 (s)     Computer Aided Design I          3
3        NaN      EEC 345 (f)        Microprocessor Electronics 3 EMM 286 (s)  Manufacturing Processes II          3
4        NaN  SBS II: ETM 300                 Technology & Society 3 MATH 353                  Statistics          3
5        NaN    CHEM 111/111L         Principles of Chemistry I 4 EEC 445 (s)        Computer Electronics          3
6        NaN              NaN                                             NaN                         NaN        NaN
7        NaN              NaN                           Total Credit Hours 16          Total Credit Hours         15,                Course                     Fall Semester  Credits      Course.1             Spring Semester  Credits
0 NaN      EMM 270 (f)     Robotics Systems Applications        3.0     MATH 363      Differential Equations      3.0
1 NaN          EEC 355  Digital & Microprocessor Systems        3.0  EMM 203 (s)     Computer Aided Design I      3.0
2 NaN      EEC 345 (f)        Microprocessor Electronics        3.0  EMM 286 (s)  Manufacturing Processes II      3.0
3 NaN  SBS II: ETM 300              Technology & Society        3.0     MATH 353                  Statistics      3.0
4 NaN    CHEM 111/111L         Principles of Chemistry I        4.0  EEC 445 (s)        Computer Electronics      3.0
5 NaN              NaN                               NaN        NaN          NaN                         NaN      NaN
6 NaN              NaN                Total Credit Hours       16.0          NaN          Total Credit Hours     15.0,   Unnamed: 0 Unnamed: 1                   FOURTH YEAR COURSE SCHEDULE                  Unnamed: 2 Unnamed: 3
0               Course                Fall Semester Credits  Course             Spring Semester    Credits
1        NaN     SE 443                Sensors & Actuators 3 ETM 499C      Senior Capstone Design          3
2        NaN        NaN                                           NaN                      Thesis        NaN
3        NaN    EEC 346  Programmable Logic Controllers 3 EMM 370 (s)   Robotics Interfacing Eng.          3
4        NaN     SE 330         Engineering Systems Design   3 SE 488          Automation Systems          3
5        NaN     SE 415         Control Systems Engineering 3 EMM 415  Computer Aided Engineering          3
6        NaN        NaN                                           NaN                         NaN        NaN
7        NaN        NaN                         Total Credit Hours 12          Total Credit Hours         12,   integration of human, physical, energy, communications,            The first step is admission to Morehead
0  management, and information requirements as ne...                     State University, see MSU admission
1  application of requisite analytical methods to...                                           requirements.
2                                                NaN                                                     NaN
3  The BSSIE program integrates an appropriate bl...                   For course lists and specific program
4  physics, and mathematics with hands-on mechani...                       requirements, please refer to the
5  engineering content to prepare graduates who a...                                  undergraduate catalog.
6  applying engineering and mathematical concepts...                                                     NaN
7                            technological problems.                                                     NaN
8                                                NaN       * For institutional admissions requirements visit]",,
Superintendent Certificate,,,https://www.moreheadstate.edu/College-of-Education/Foundational-and-Graduate-Studies-in-Education/Academic-Programs/Superintendent-Certificate,,,,,,,,,,,False,"6,778","4,485",Semester,2020,$,,,,,,5.0,,,,,,,,,,61,,,,,,,,,,,,,,"MSU's superintendent certification program is a post-master's, non-degree program that requires 12 hours of credit.",,"MSU's superintendent certification program is a post-master's, non-degree program that requires 12 hours of credit.",
Statistics Minor,,,https://www.moreheadstate.edu/College-of-Science/Mathematics/Academic-Programs/Statistics-Minor,,,,,,,,,,,False,"6,778","4,485",Semester,2020,$,,,,,,5.0,,,,,,,,,,61,,,,,,,,,,,,,,"A minor in statistics complements a number of different degrees, including sociology, psychology, biology, chemistry and more.",,You can choose either a,
Sport Management - MA,,,https://www.moreheadstate.edu/College-of-Business-and-Technology/School-of-Business-Administration/Academic-Programs/Sport-Management-MA,,,,,,,,,,,False,"6,778","4,485",Semester,2020,$,,,,,,5.0,,,,,,,,,,61,,,,,,,,,,,,,,The Master of Arts in Sport Management is designed to provide students with opportunities to develop and demonstrate the expertise and research skills which are necessary to enable them to make independent professional contributions in sports management.,,"Graduates from this program pursue management careers in amateur, collegiate and professional sports teams, facilities and events management, and sports management and merchandising.",
Sport Management,,,https://www.moreheadstate.edu/College-of-Business-and-Technology/School-of-Business-Administration/Academic-Programs/Sport-Management,,,,,,,,,,,False,"6,778","4,485",Semester,2020,$,,,,,,5.0,,,,,,,,,,61,,,,,,,,,,,,,,"As the 6th largest industry in America, the field of sport has created a demand for qualified managers and sport leaders. The Bachelor of Arts in Sport Management program at Morehead State prepares students with the skills to plan, organize and direct sports programs, events, and facilities. ",,"Graduates of this program pursue management careers in athletics, facilities and events management, sports management and merchandising, sports media and more.",
Specialist in Education (Ed.S.),,,https://www.moreheadstate.edu/College-of-Education/Foundational-and-Graduate-Studies-in-Education/Academic-Programs/educationspecialist,,,,,,,,,,,False,"6,778","4,485",Semester,2020,$,,,,,,5.0,,,,,,,,,,61,,,,,,,,,,,,,,"Whether you are looking to further your career in school administration, become a school counseling specialist or expand your knowledge beyond the master’s or Rank I level, completing a Specialist in Education (Ed.S.) program at MSU will prepare you for career advancement.",,"Whether you are looking to further your career in school administration, become a school counseling specialist or expand your knowledge beyond the master’s or Rank I level, completing a Specialist in Education (Ed.S.) program at MSU will prepare you for career advancement.",
Special Education - Post Baccalaureate Certification,,,"https://www.moreheadstate.edu/College-of-Education/Early-Childhood,-Elementary-and-Special-Education/Academic-Programs/Special-Education-Post-Baccalaureate-Certificati",,,,,,,,,,,False,"6,778","4,485",Semester,2020,$,,,,,,5.0,,,,,,,,,,61,,,,,,,,,,,,,,"MSU offers several post-baccalaureate certifications in special education. Each certification program provides two options, one for teachers who are currently certified in another area who want to gain special education certification in learning and behavior disorders or moderate to severe disabilities, and another for teachers who are already certified in one area of special education and want to obtain another certification.",,"Once certification is achieved, you will work with students who have learning and behavioral disorders and moderate and severe disabilities in any grade level.",
Special Education,,,"https://www.moreheadstate.edu/College-of-Education/Early-Childhood,-Elementary-and-Special-Education/Academic-Programs/Special-Education",,,,,,,,,,,False,"6,778","4,485",Semester,2020,$,,,,,,5.0,,,,,,,,,,61,,,,,,,,,,,,,,MSU offers special education degrees in elementary and middle grades. Programs combine a strong mix of class work and field experience to help you become the kind of professional educator needed to meet the challenges of 21st Century classrooms.,,Graduates will work with students who have learning and behavioral disorders and moderate and severe disabilities in either the elementary or middle school setting.,
Space Systems Engineering - MS,,,https://www.moreheadstate.edu/College-of-Science/Physics-Earth-Science-and-Space-Systems-Engineer/Academic-Programs/Space-Systems-Engineering-MS,,,,,,,,,,,False,"6,778","4,485",Semester,2020,$,,,,,,5.0,,,,,,,,,,61,,,,,,,,,,,,,,"The Master of Science in Space Systems Engineering (MSSE) program trains you in systems - level engineering in spacecraft design, development and operation, which are all skills appropriate for careers in space technologies and applications. Graduates gain competencies in space systems engineering and design - level knowledge of the concepts, technologies and processes associated with aerospace systems requirements. The program places an emphasis on astronautics, emphasizing satellite design and development, particularly in the areas of satellite systems, (i.e. communications, command and data handling, attitude determination and control, thermal systems and power systems), nanosatellites, space mission operations and ground station technologies.","[                       Unnamed: 0                FIRST YEAR COURSE SCHEDULE  Unnamed: 1
0         Credits  Fall Semester       Code Credits  Spring Semester Code         NaN
1         SSE 610 – Space Mission       R 3 SSE 640 – Advanced Processor  R         3.0
2             Analysis and Design                                   Systems         NaN
3  SSE 626 – Thermal & Structural  R 3 SSE 642 – Modeling and Simulation  R         3.0
4                        Analysis                                       NaN         NaN
5        SSE 630 – Linear Systems                  R 3 Technical Elective E         3.0
6                             NaN                                       NaN         NaN
7                             NaN                                       NaN         NaN
8                             NaN                                       NaN         NaN
9              Total Credit Hours                      9 Total Credit Hours         9.0,              SECOND YEAR COURSE SCHEDULE Unnamed: 0                 Unnamed: 1 Unnamed: 2  Unnamed: 3
0   Credits  Fall Semester Code Credits                      Spring Semester       Code         NaN
1    SSE 650 – Spacecraft Design and R 3        NaN   SSE 644 – Advanced Space          R         3.0
2                            Fabrication        NaN             Communications        NaN         NaN
3     SSE 660 – Spacecraft Sensors & R 3        NaN  SSE 699 – Master’s Thesis          R         3.0
4                         Remote Sensing        NaN                        NaN        NaN         NaN
5          SSE 698 – Master’s Thesis R 3        NaN         Technical Elective          E         3.0
6                               Research        NaN                        NaN        NaN         NaN
7                                    NaN        NaN                        NaN        NaN         NaN
8                                    NaN        NaN                        NaN        NaN         NaN
9                                    NaN        NaN                        NaN        NaN         NaN
10                  Total Credit Hours 9        NaN         Total Credit Hours        NaN         9.0]","The aerospace industry supports over 15 million high quality American jobs and has experienced eight consecutive years of growth. Fifteen percent of the US GDP is now related to aerospace ,and as of 2013, aerospace is the number one manufactured export in Kentucky. The job market for all areas of the space sector, including aerospace engineers, electrical and mechanical engineers, technicians, Earth station operators, and micro-nanotechnology engineers, is robust with careers that epitomize 21st Century jobs.",
Space Systems Engineering,,,https://www.moreheadstate.edu/College-of-Science/Physics-Earth-Science-and-Space-Systems-Engineer/Academic-Programs/Space-Science,,,,,,,,,,,False,"6,778","4,485",Semester,2020,$,,,,,,5.0,,,,,,,,,,61,,,,,,,,,,,,,,The Bachelor of Science in Space Systems Engineering degree at Morehead State is one of a few space systems engineering programs in the nation. ,,"The U.S. is reliant on space for economic, defense and research purposes. The aerospace economy is robust and numerous job opportunities exist in astronautical engineering, space systems development and testing, satellite systems and telecommunication systems.",
Sociology - MA,,,"https://www.moreheadstate.edu/Caudill-College-of-Arts,-Humanities-and-Social-Sci/Sociology,-Social-Work-and-Criminology/Academic-Programs/Sociology-MA",,,,,,,,,,,False,"6,778","4,485",Semester,2020,$,,,,,,5.0,,,,,,,,,,61,,,,,,,,,,,,,,"The Master of Arts (MA) in Sociology allows for concentration in four areas: general sociology, criminology, chemical dependency and interdisciplinary social sciences. All concentrations require basic courses in theory and research methods and provides students with broad critical and analytical skills that can be applied on individual, organizational and societal levels.",,"The Master of Arts (MA) in Sociology allows for concentration in four areas: general sociology, criminology, chemical dependency and interdisciplinary social sciences. All concentrations require basic courses in theory and research methods and provides students with broad critical and analytical skills that can be applied on individual, organizational and societal levels.",
Sociology,,,"https://www.moreheadstate.edu/Caudill-College-of-Arts,-Humanities-and-Social-Sci/Sociology,-Social-Work-and-Criminology/Academic-Programs/Sociology",,,,,,,,,,,False,"6,778","4,485",Semester,2020,$,,,,,,5.0,,,,,,,,,,61,,,,,,,,,,,,,,"As a student in the Bachelor of Arts (BA) in Sociology program, you will use a variety of scientific research methods to study how social categories, institutions and social conditions influence the thoughts, behaviors and actions of the groups of individuals who make up our society. You will learn to think critically about human social life and how to ask important research questions. You will be able to collect and analyze data and communicate clearly and effectively. Coursework includes the following topics:",,Earning a degree from our program will also prepare you for graduate school.,
Social Work,,,"https://www.moreheadstate.edu/Caudill-College-of-Arts,-Humanities-and-Social-Sci/Sociology,-Social-Work-and-Criminology/Academic-Programs/Social-Work",,,,,,,,,,,False,"6,778","4,485",Semester,2020,$,,,,,,5.0,,,,,,,,,,61,,,,,,,,,,,,,,"Social work is a profession for those who find fulfillment and reward in making a difference in the everyday lives of individuals. MSU’s Bachelor of Social Work program (BSW) is a community of social work teachers, scholars and learners dedicated to strengthening and enhancing individuals, families, groups, organizations and communities. We promote academic excellence, student success and community engagement with evidence-based practice to prepare our student for generalist practice. The BSW program is accredited by the Council on Social Work Education (CSWE), a national professional social work education standard-setting body.",,Graduates of our social work program become advocates for those in need of critical human resources and may work to improve:,
Small Business Management & Entrepreneurship,,,https://www.moreheadstate.edu/College-of-Business-and-Technology/School-of-Business-Administration/Academic-Programs/Small-Business-Management-Entrepreneurship,,,,,,,,,,,False,"6,778","4,485",Semester,2020,$,,,,,,5.0,,,,,,,,,,61,,,,,,,,,,,,,,"You have dreams of starting an entrepreneurial venture or starting your own business, so let Morehead State give you the tools for success with our Bachelor of Business Administration in Small Business Management and Entrepreneurship program. With classes in entrepreneurship, small business marketing and finance and new venture creation, our program will give you the skills and knowledge to manage and operate your own enterprise.",,,
Secondary Education - MAT,,,https://www.moreheadstate.edu/College-of-Education/Middle-Grades-and-Secondary-Education/Academic-Programs/Secondary-Education-MAT,,,,,,,,,,,False,"6,778","4,485",Semester,2020,$,,,,,,5.0,,,,,,,,,,61,,,,,,,,,,,,,,The Master of Arts in Teaching programs in secondary education (8-12) is an alternative teacher certification program. Completion of the MAT results in a master's degree and a Kentucky teaching certification. The programs are designed for individuals who have earned an undergraduate degree in a certification content area or closely related field.,,P-12 Certification careers in:,
Secondary Education,,,https://www.moreheadstate.edu/College-of-Education/Middle-Grades-and-Secondary-Education/Academic-Programs/Secondary-Education,,,,,,,,,,,False,"6,778","4,485",Semester,2020,$,,,,,,5.0,,,,,,,,,,61,,,,,,,,,,,,,,"The Bachelor of Arts in Secondary Education (grades 8-12) at MSU provides initial certification programs for undergraduate and graduate students who want to teach in public high schools. Certification is received through the College of Education while a candidate is completing their bachelor's degree in their chosen discipline field. For persons interested in secondary education certification, please contact",,Graduates of our programs pursue teaching careers in secondary education (grades 8-12).,
Respiratory Care,,,"https://www.moreheadstate.edu/College-of-Science/Kinesiology,-Health,-and-Imaging-Sciences/Academic-Programs/Respiratory-Care",,,,,,,,,,,False,"6,778","4,485",Semester,2020,$,,,,,,5.0,,,,,,,,,,61,,,,,,,,,,,,,,"The associate's degree program in Respiratory Care at Morehead State prepares you for a health care career in as little as two and a half years. Upon graduation, you will be eligible to register as a respiratory therapist with the National Board for Respiratory Care.",,"Career opportunities exist in hospitals, nursing homes, physicians' offices, home health agencies, and specialized care hospitals.",
Rank I,,,https://www.moreheadstate.edu/College-of-Education/Foundational-and-Graduate-Studies-in-Education/Academic-Programs/rankI,,,,,,,,,,,False,"6,778","4,485",Semester,2020,$,,,,,,5.0,,,,,,,,,,61,,,,,,,,,,,,,,"Teachers who complete a Rank I program may obtain a Rank change for salary purposes in Kentucky. MSU’s Rank I programs will allow you to increase your depth of knowledge in your teaching area or in additional areas of certification as appropriate. By state regulation, Rank I status is 60 hours of approved graduate credit including a master’s degree.",,"Teachers who complete a Rank I program may obtain a Rank change for salary purposes in Kentucky. MSU’s Rank I programs will allow you to increase your depth of knowledge in your teaching area or in additional areas of certificationas appropriate. By state regulation, Rank I status is 60 hours of approved graduate credit including a master’s degree.",
Radiologic Science,,,"https://www.moreheadstate.edu/College-of-Science/Kinesiology,-Health,-and-Imaging-Sciences/Academic-Programs/Radiologic-Science",,,,,,,,,,,False,"6,778","4,485",Semester,2020,$,,,,,,5.0,,,,,,,,,,61,,,,,,,,,,,,,,"If you are looking for a degree program that will prepare you for an in-demand career, consider the Associate of Applied Science in Radiologic Science from Morehead State University. You can earn your degree in as few as three years, and when you graduate, you'll have the knowledge and hands-on experience to pursue positions at hospitals, medical imaging centers and physicians offices. You can also choose to further your education in areas like computed tomography, magnetic resonance, nuclear medicine, radiation therapy and diagnostic medical sonography.",,"Students graduating with an AAS in Radiologic Sciences pursue job opportunities as radiographers in medical centers, imaging centers, and physician's offices once certified by the American Registry of Radiologic Technologists (ARRT).",
Public Administration - MPA,,,"https://www.moreheadstate.edu/Caudill-College-of-Arts,-Humanities-and-Social-Sci/History,-Philosophy,-International-Studies-and-Leg/Academic-Programs/Public-Administration-MPA",,,,,,,,,,,False,"6,778","4,485",Semester,2020,$,,,,,,5.0,,,,,,,,,,61,,,,,,,,,,,,,,"MSU's Master of Public Administration (MPA) is one of the most affordable accredited online MPA programs in the country. The MPA program actively engages students in a dynamic learning environment, combining coursework and hands-on research. The curriculum will challenge students to examine issues shaping local and national level policies, equipping them with knowledge and skills in theory, methodology and innovative practice in the interdisciplinary field of public administration. Graduates of this program lead and manage a diverse range of government, public service, nonprofit, education and health care organizations.",,"Overall, 91% of respondents in our recent alumni survey reported that they were either satisfied or very satisfied with their education in the MPA program.",
Psychology - Clinical MS,,,https://www.moreheadstate.edu/College-of-Science/Psychology/Academic-Programs/Clinical-or-Counseling-Psychology-MS,,,,,,,,,,,False,"6,778","4,485",Semester,2020,$,,,,,,5.0,,,,,,,,,,61,,,,,,,,,,,,,,"The Department of Psychology offers a Master of Science degree in Clinical Psychology. The program offers intensive training in psychotherapy, research, and the assessment and conceptualization of psychological functioning. The program provides training in empirically supported therapies with an emphasis on cognitive behavioral and contextual behavioral science treatments and approaches. Faculty expertise includes training in:",,"Graduates with a master's degree in Psychology pursue a wide variety of careers in academia, public and private mental health facilities and more. For more information about careers in psychology, visit the",
Psychology,,,https://www.moreheadstate.edu/College-of-Science/Psychology/Academic-Programs/Psychology,,,,,,,,,,,False,"6,778","4,485",Semester,2020,$,,,,,,5.0,,,,,,,,,,61,,,,,,,,,,,,,,"If you are interested in psychology, Morehead State's psychology programs offer you the flexibility to shape your education to suit your interests. You can choose between a Bachelor of Science or a Bachelor of Arts in psychology. The bachelor of science degree requires additional science and psychology courses and is ideal for students who plan to continue their education in graduate school. The Bachelor of Science degree can also be taken as an area of concentration, which does not require a minor.",,"For information about careers in psychology, visit the",
Pre-Engineering,,,https://www.moreheadstate.edu/College-of-Science/Physics-Earth-Science-and-Space-Systems-Engineer/Academic-Programs/Pre-Engineering,,,,,,,,,,,False,"6,778","4,485",Semester,2020,$,,,,,,5.0,,,,,,,,,,61,,,,,,,,,,,,,,Morehead State offers a number of options for students who plan to become professionally licensed engineers. We offer the option to begin your studies here then transfer to an accredited institution to pursue a bachelor's or master's degree. There are a number of options to help students reach their goals.,,"For more information on degrees in physics, view the U.S. Bureau of Labor Statistics",
Nursing - Post-Licensure,,,https://www.moreheadstate.edu/College-of-Science/Nursing/Academic-Programs/Nursing-Post-Licensure,,,,,,,,,,,False,"6,778","4,485",Semester,2020,$,,,,,,5.0,,,,,,,,,,61,,,,,,,,,,,,,,"Morehead State's online Bachelor of Science in Nursing (BSN) post-licensure program is designed for working nurses who want to take their career to the next level. All nursing courses are offered online in an eight-week modular format. The faculty at Morehead State University provide you with individualized advising and attention while sharing their expertise in an interactive learning environment. To qualify for the program, students must have an unrestricted license to practice nursing.",,"Completing a Bachelor of Science in Nursing makes you more marketable to employers and provides you with more career opportunities. You are more marketable with the development of knowledge, skills and attitudes that enable you to provide a higher standard of patient care, and provide effective leadership, management and public health strategies. This degree also provides you with the knowledge and foundation to further your education into graduate school.",
Nursing - Associate of Applied Science (AASN),,,https://www.moreheadstate.edu/College-of-Science/Nursing/Academic-Programs/Nursing-Associate-Degree-(ADNP),,,,,,,,,,,False,"6,778","4,485",Semester,2020,$,,,,,,5.0,,,,,,,,,,61,,,,,,,,,,,,,,"The Associate of Applied Science in Nursing (AASN) program at Morehead State is designed to help you earn your nursing degree in as little as two years. Through a combination of science and nursing courses, the AASN prepares you for a rewarding career as a registered nurse. Upon graduation, you will be prepared to take the National Council Licensure Examination for Registered Nurses. You'll have career opportunities in hospitals, doctor's offices, home healthcare agencies, assisted living facilities and more.",,"According to the BLS report in 2019, more than 2.9 million nurses were employed in the U.S. Demand will remain high for registered nurses in hospitals, employment services and extended care settings. In addition, there will be an increased demand for registered nurses in physician's offices and home health services, according to the BLS report. The average starting annual salary for a registered nurse in Kentucky is $63,750.",
Pre-Forestry,,,https://www.moreheadstate.edu/College-of-Science/Agricultural-Sciences/Academic-Programs/Pre-Forestry,,,,,,,,,,,False,"6,778","4,485",Semester,2020,$,,,,,,5.0,,,,,,,,,,61,,,,,,,,,,,,,,"If you're interested in forestry, you can take  your first two years of course work at MSU and complete your studies at accredited schools of forestry. If at the end of two years you do not secure admission to an accredited school of forestry, most of the credits earned may be applied toward a degree at MSU. The program may be modified to meet entrance requirements at any institution offering a forestry program.",,"If you're interested in forestry, you can take your first two years of course work at MSU and complete your studies at accredited schools of forestry. If at the end of two years you do not secure admission to an accredited school of forestry, most of the credits earned may be applied toward a degree at MSU. The program may be modified to meet entrance requirements at any institution offering a forestry program.",
Neuroscience,,,https://www.moreheadstate.edu/College-of-Science/Psychology/Academic-Programs/Neuroscience,,,,,,,,,,,False,"6,778","4,485",Semester,2020,$,,,,,,5.0,,,,,,,,,,61,,,,,,,,,,,,,,"Neuroscience is the study of the nervous system and behavior. Morehead State's Bachelor of Science in Neuroscience degree program is an interdisciplinary program that fosters the unique interests of students by enabling them to concentrate studies in one of three areas: Behavioral/Social Science; Biology/Chemistry; and Math/Physics. Students will take courses in introduction to brain and behavior, brain development and sex differences, the aging brain, drugs and behavior, and experimental design/analysis. Students will also take electives in biology, chemistry, math, physics, engineering, psychology, health, and social science to gain a multi-faceted understanding of neuroscience.",,"For additional information on Careers in Neuroscience, visit the following useful sites:",
Music - Graduate Studies,,,"https://www.moreheadstate.edu/Caudill-College-of-Arts,-Humanities-and-Social-Sci/mtd/Academic-Programs/Music-Graduate",,,,,,,,,,,False,"6,778","4,485",Semester,2020,$,,,,,,5.0,,,,,,,,,,61,,,,,,,,,,,,,,MSU offers two Master of Music concentrations: Music Education and Performance. The,,Career activities for music professionals are widely varied and often intertwined. Most practitioners of this art form have a combination of facets to their professional activities.,
Music,,,"https://www.moreheadstate.edu/Caudill-College-of-Arts,-Humanities-and-Social-Sci/mtd/Academic-Programs/Music",,,,,,,,,,,False,"6,778","4,485",Semester,2020,$,,,,,,5.0,,,,,,,,,,61,,,,,,,,,,,,,,"Whether you want to specialize in playing rhythms and melodies or teaching those essential musical elements to others, you can hone your specialty through any number of our academic programs. Your opportunities to grow as a musician are numerous at MSU. As a student in one of our music programs you can participate in a variety of",,A degree in Musicprepares you for awide range of careers including:,
Minor in Traditional Music,,,"https://www.moreheadstate.edu/Caudill-College-of-Arts,-Humanities-and-Social-Sci/Kentucky-Center-for-Traditional-Music/Academic-Programs/Minor-in-Traditional-Music",,,,,,,,,,,False,"6,778","4,485",Semester,2020,$,,,,,,5.0,,,,,,,,,,61,,,,,,,,,,,,,,"The minor in traditional music studies provides for the study of traditional music as it is related to the creative cultural interaction in Appalachia that has produced a wealth of distinctive styles of music. As it relates to The Kentucky Center for Traditional Music at Morehead State University, ""Traditional"" Music includes Bluegrass, Old-Time, Country, Western Swing, Blues, Ballad Singing, Celtic, Gospel, and all music associated with our southern mountain region.",,,
Military Science,,,"https://www.moreheadstate.edu/Caudill-College-of-Arts,-Humanities-and-Social-Sci/Military-Science/Academic-Programs/Military-Science",,,,,,,,,,,False,"6,778","4,485",Semester,2020,$,,,,,,5.0,,,,,,,,,,61,,,,,,,,,,,,,,"Military Science at Morehead State provides a curriculum qualifying you for a commission as a second lieutenant officer in the U.S. Army, U.S. Army Reserve or the Army National Guard. Traditionally a four-year program, Army ROTC consists of basic (100 and 200 level) and advanced (300 and 400 level) courses. In order to obtain commission you must be medically qualified, meet all pre-commissioning requirements (established by the Army) and complete a program of study for a degree (bachelor's degree or higher). MSU also offers a two-year ROTC program enabling juniors, community college students and others who missed ROTC during their first two years at MSU to qualify for a commission.",,"Army ROTC instruction increases your career opportunities by expanding your experiences while in college, giving you options and potential for either a civilian or military career.",
Middle Grades Education,,,https://www.moreheadstate.edu/College-of-Education/Middle-Grades-and-Secondary-Education/Academic-Programs/Middle-Grades-Education,,,,,,,,,,,False,"6,778","4,485",Semester,2020,$,,,,,,5.0,,,,,,,,,,61,,,,,,,,,,,,,,"The Bachelor of Arts in Middle Grades Education at MSU provides initial certification programs for undergraduate and graduate students who want to teach in public middle schools. Students interested in 5-9 certification must select two academic components from English, science, social studies and mathematics, or students may choose coursework for a single component in science.",,Graduates of our programs pursue teaching careers in middle grades (5-9) and secondary education (grades 8-12).,
