course_name,category,sub_category,course_website,duration,duration_term,study_mode,degree_level,monthly_intake,intake_day,intake_month,apply_day,apply_month,city,domestic_only,international_fee,domestic_fee,fee_term,fee_year,currency,study_load,ielts_listening,ielts_speaking,ielts_writing,ielts_reading,ielts_overall,pte_listening,pte_speaking,pte_writing,pte_reading,pte_overall,toefl_listening,toefl_speaking,toefl_writing,toefl_reading,toefl_overall,english_test,reading,listening,speaking,writing,overall,academic_level,academic_score,score_type,academic_country,other_test,score,other_requirements,course_description,course_structure,career,scholarship
"Bachelor of Science,Chemical Physics",,,https://reg.msu.edu/AcademicPrograms/ProgramDetail.aspx?Program=3830,,,,Undergraduate,,,,,,,True,"59,694","25,046",year,2021,,,,,,,6.5,48,48,48,48,53,17,17,17,17,79,,,,,,,,,,,,,,"The major in Chemical Physics provides a strong foundation in chemistry, physics and mathematics for those students who have a professional interest in the areas of overlap between chemistry and physics. It is particularly suitable for students planning to pursue a graduate degree in the area of chemical physics or physical chemistry.,A detailed description of this program may be obtained from the Department of Chemistry.","[<Selector xpath='//*[@id=""MainContent_divDesc""]/div/div[2]/ol' data='<ol>\r\n\t<li>The University requirement...'>]",,
"Bachelor of Science,Biomedical Laboratory Science",,,https://reg.msu.edu/AcademicPrograms/ProgramDetail.aspx?Program=7100,,,,Undergraduate,,,,,,,True,"59,694","25,046",year,2021,,,,,,,6.5,48,48,48,48,53,17,17,17,17,79,,,,,,,,,,,,,,The biomedical laboratory science major is designed to prepare students for careers as laboratorians in a variety of settings or to pursue graduate or advanced professional education.  The clinical laboratory experience required for national certification as a medical laboratory scientist is not included in this program.  Students desiring certification are responsible for securing accredited clinical experiences subsequent to completion of the degree and are recommended to complete the medical laboratory science concentration.  The Biomedical Laboratory Diagnostics Program will advise students in seeking and gaining clinical practicum experiences.,"[<Selector xpath='//*[@id=""MainContent_divDesc""]/div/div[2]/ol' data='<ol>\r\n\t<li>The University requirement...'>]",,
"Bachelor of Science,Biological Science-Interdepartmental",,,https://reg.msu.edu/AcademicPrograms/ProgramDetail.aspx?Program=3784,,,,Undergraduate,,,,,,,True,"59,694","25,046",year,2021,,,,,,,6.5,48,48,48,48,53,17,17,17,17,79,,,,,,,,,,,,,,"The biological science–interdepartmental major, which leads to the Bachelor of Science degree, is designed for persons who want a broad background in fields that comprise biological sciences and who want to understand the interrelationships among such fields.  This major is designed primarily for persons who plan to teach biological sciences in middle and secondary schools.","[<Selector xpath='//*[@id=""MainContent_divDesc""]/div/div[2]/ol' data='<ol>\r\n\t<li>The University requirement...'>]",,
"Bachelor of Science,Biochemistry and Molecular Biology/Biotechnology",,,https://reg.msu.edu/AcademicPrograms/ProgramDetail.aspx?Program=7024,,,,Undergraduate,,,,,,,True,"59,694","25,046",year,2021,,,,,,,6.5,48,48,48,48,53,17,17,17,17,79,,,,,,,,,,,,,,"The Bachelor of Science program in Biochemistry and Molecular Biology/Biotechnology is intended primarily for those students who plan to pursue careers in industry, veterinary medicine, or related health sciences, or for students who plan advanced study in biotechnology and molecular biology.,The core curriculum in the Biochemistry and Molecular Biology/Biotechnology program is identical to that of the Biochemistry and Molecular Biology program.  Additional course work introduces the student to the chemical engineering and microbiological aspects of biotechnology and allows for specialization through a broad range of approved biotechnology courses  in the junior and senior years.","[<Selector xpath='//*[@id=""MainContent_divDesc""]/div/div[2]/ol' data='<ol>\r\n\t<li>The University requirement...'>]",,
"Bachelor of Science,Astrophysics",,,https://reg.msu.edu/AcademicPrograms/ProgramDetail.aspx?Program=3822,,,,Undergraduate,,,,,,,True,"59,694","25,046",year,2021,,,,,,,6.5,48,48,48,48,53,17,17,17,17,79,,,,,,,,,,,,,,The Bachelor of Science degree with a major in Astrophysics is designed to provide an extensive background in both physics and astrophysics; a student who graduates with this degree may apply for admission to graduate study in either astronomy or physics.,"[<Selector xpath='//*[@id=""MainContent_divDesc""]/div/div[2]/ol' data='<ol>\r\n\t<li>The University requirement...'>]",,
"Bachelor of Science,Athletic Training (this program is in moratorium effective Spring 2020 through Fall 2021)",,,https://reg.msu.edu/AcademicPrograms/ProgramDetail.aspx?Program=6710,,,,Undergraduate,,,,,,,True,"59,694","25,046",year,2021,,,,,,,6.5,48,48,48,48,53,17,17,17,17,79,,,,,,,,,,,,,,"The major in athletic training prepares students to work with athletes, physicians, and coaches to ensure the health care and well-being of the competitive and recreational athlete.  The Michigan State University athletic training major blends clinical and academic learning experiences.  Students will gain knowledge and skills in evaluation and the treatment and rehabilitation of athletic injuries and will be prepared to organize and manage athletic training programs.  The Michigan State University student majoring in athletic training is exposed to state-of-the-art philosophies, equipment, and research.,A student in this major will complete a two-year athletic training curriculum while working in a variety of clinical settings.  These settings include on-campus rotations within the athletic department, high schools, and various clinics.  Through clinical education, the student will encounter experiences requiring immediate decision-making, physician consultation, injury evaluations, and communications with coaches, student-athletes, and approved clinical instructors.  Students who complete this major will be eligible to take the Board of Certification (BOC) examination.,The Bachelor of Science degree in Athletic Training is designed to prepare students for job opportunities in collegiate, professional, clinical, high school, and industrial settings.  Students who graduate from this program may enter professional physical therapy programs, medical programs, or graduate studies in kinesiology. The degree is accredited by the Commission on Accreditation of Athletic Training (CAATE).,Admission to the athletic training major is competitive and requires completion of at least 31 credits. A limited number of students are admitted. The deadline for application to the major is February 1. The decision regarding admission to the major is based on the following criteria:","[<Selector xpath='//*[@id=""MainContent_divDesc""]/div/div[2]/ol' data='<ol>\r\n\t<li>Submission of the followin...'>, <Selector xpath='//*[@id=""MainContent_divDesc""]/div/div[2]/ol' data='<ol>\r\n\t<li>The University requirement...'>]",,
"Bachelor of Science,Biology Major",,,https://reg.msu.edu/AcademicPrograms/ProgramDetail.aspx?Program=3278,,,,Undergraduate,,,,,,,True,"59,694","25,046",year,2021,,,,,,,6.5,48,48,48,48,53,17,17,17,17,79,,,,,,,,,,,,,,,,,
"Bachelor of Science,Chemical Engineering",,,https://reg.msu.edu/AcademicPrograms/ProgramDetail.aspx?Program=2305,,,,Undergraduate,,,,,,,True,"59,694","25,046",year,2021,,,,,,,6.5,48,48,48,48,53,17,17,17,17,79,,,,,,,,,,,,,,"Chemical engineers convert raw materials to finished products via pathways involving chemical and physical changes. The principles of mass, energy, and momentum conservation, chemical reactions, thermodynamics, and economics are applied to develop new products and to design and operate manufacturing facilities to produce products that benefit society. Chemical engineering principles are, in turn, based on the sciences of chemistry, biology, mathematics, and physics, which form the underlying foundation of the discipline.,Students in this degree program will study the application of chemical engineering principles to biochemical and biomedical systems, nanoscale devices, polymer processing, and novel energy systems. Principles of sustainability, environmentally-friendly “green” processing, entrepreneurship, and other emerging topics are also addressed in courses and concentrations.,The Bachelor of Science Degree program in Chemical Engineering is accredited by the Engineering Accreditation Commission of ABET, ,.,In response to increasing interest in the application of chemical engineering principles to related fields, the Department of Chemical Engineering and Materials Science offers concentrations in biochemical engineering, bioenergy, biomedical engineering, environmental engineering, food science, and polymer science and engineering to students wishing an area of concentration in the degree. Concentrations are available to, but not required of, any student enrolled in the Bachelor of Science degree program  in chemical engineering. The concentration will be noted on the student's transcript.,: Completing the Bachelor of Science degree in chemical engineering with a concentration may  require more than 128 credits. For any concentration, up to 3 credits of Independent Study (CHE 490) related to the subject area may be applied with approval of the Department of Chemical Engineering and Materials Science.","[<Selector xpath='//*[@id=""MainContent_divDesc""]/div/div[2]/ol' data='<ol>\r\n\t<li>The University requirement...'>]",,
"Bachelor of Arts,Arabic",,,https://reg.msu.edu/AcademicPrograms/ProgramDetail.aspx?Program=1023,,,,Undergraduate,,,,,,,True,"59,694","25,046",year,2021,,,,,,,6.5,48,48,48,48,53,17,17,17,17,79,,,,,,,,,,,,,,,"[<Selector xpath='//*[@id=""MainContent_divDesc""]/div/div[2]/ol' data='<ol>\r\n\t<li>The University requirement...'>]",,
"Bachelor of Science,Anthropology - Bachelor of Science",,,https://reg.msu.edu/AcademicPrograms/ProgramDetail.aspx?Program=4310,,,,Undergraduate,,,,,,,True,"59,694","25,046",year,2021,,,,,,,6.5,48,48,48,48,53,17,17,17,17,79,,,,,,,,,,,,,,,"[<Selector xpath='//*[@id=""MainContent_divDesc""]/div/div[2]/ol' data='<ol>\r\n\t<li>The University requirement...'>]",,
"Bachelor of Arts,Arts and Humanities",,,https://reg.msu.edu/AcademicPrograms/ProgramDetail.aspx?Program=8503,,,,Undergraduate,,,,,,,True,"59,694","25,046",year,2021,,,,,,,6.5,48,48,48,48,53,17,17,17,17,79,,,,,,,,,,,,,,,"[<Selector xpath='//*[@id=""MainContent_divDesc""]/div/div[2]/ol' data='<ol>\r\n\t<li>The University requirement...'>]",,
"Bachelor of Arts,Art History and Visual Culture",,,https://reg.msu.edu/AcademicPrograms/ProgramDetail.aspx?Program=5646,,,,Undergraduate,,,,,,,True,"59,694","25,046",year,2021,,,,,,,6.5,48,48,48,48,53,17,17,17,17,79,,,,,,,,,,,,,,"Students of art history and visual culture seek to investigate the production, form, and reception of images and objects, past and present, from a multicultural perspective, incorporating painting, sculpture, and architecture as conventionally defined by art history but extending beyond these boundaries to material culture and a wider range of media. Art history and visual culture poses questions regarding the social, economic, religious, philosophical and psychological influences affecting those who consume as well as those who produce images and objects thus broadly defined, asking how values and beliefs are given material form and how these forms themselves can be interpreted. Cognate study provides additional opportunities to explore visual culture from the perspectives of a wide range of fields.","[<Selector xpath='//*[@id=""MainContent_divDesc""]/div/div[2]/ol' data='<ol>\r\n\t<li>The University requirement...'>]",,
"Bachelor of Arts,Apparel and Textiles",,,https://reg.msu.edu/AcademicPrograms/ProgramDetail.aspx?Program=5676,,,,Undergraduate,,,,,,,True,"59,694","25,046",year,2021,,,,,,,6.5,48,48,48,48,53,17,17,17,17,79,,,,,,,,,,,,,,The Bachelor of Arts degree program in Apparel and Textiles provides students with a foundation in art; art history and visual culture; design technology; textile materials; the historical and cultural aspects of dress and textiles; and their context within the global economy.,"[<Selector xpath='//*[@id=""MainContent_divDesc""]/div/div[2]/ol' data='<ol>\r\n\t<li>The University requirement...'>]",,
"Bachelor of Fine Arts,Art Education",,,https://reg.msu.edu/AcademicPrograms/ProgramDetail.aspx?Program=0999,,,,Undergraduate,,,,,,,True,"59,694","25,046",year,2021,,,,,,,6.5,48,48,48,48,53,17,17,17,17,79,,,,,,,,,,,,,,"The Bachelor of Fine Arts degree program with a major in art education leads to art teacher certification by the State of Michigan in grades K-12. In order for Michigan State University to recommend a person for teacher certification, that person must meet Department of Teacher Education admission requirements for the Internship Year Studies Program, and complete all course requirements and additional standards or tests set forth by the Department of Teacher Education and the Michigan Department of Education. See the section , in the , section of this catalog.,The art education program is designed to:,Upon satisfactory completion of the requirements for the Bachelor of Fine Arts degree with a major in art education, the bachelor's degree is granted.  However, in order for Michigan State University to recommend a person for a teaching certificate, that person must also complete the requirements for the Internship–Year Studies program described under the heading , in the , section of this catalog.,Students who have been admitted to the Bachelor of Fine Arts degree program with a major in art education and admitted to the teacher certification program and meet all program requirements, are thereby qualified to pursue the Internship–Year Studies program upon completion of the baccalaureate degree and successful performance on tests designated by the State of Michigan for teacher certification.","[<Selector xpath='//*[@id=""MainContent_divDesc""]/div/div[2]/ol' data='<ol>\r\n\t<li>develop highly specialized...'>, <Selector xpath='//*[@id=""MainContent_divDesc""]/div/div[2]/ol' data='<ol>\r\n\t<li>The University requirement...'>]",,
"Bachelor of Arts,Anthropology - Bachelor of Arts",,,https://reg.msu.edu/AcademicPrograms/ProgramDetail.aspx?Program=4309,,,,Undergraduate,,,,,,,True,"59,694","25,046",year,2021,,,,,,,6.5,48,48,48,48,53,17,17,17,17,79,,,,,,,,,,,,,,,"[<Selector xpath='//*[@id=""MainContent_divDesc""]/div/div[2]/ol' data='<ol>\r\n\t<li>The University requirement...'>]",,
"Bachelor of Science,Advertising Management",,,https://reg.msu.edu/AcademicPrograms/ProgramDetail.aspx?Program=6336,,,,Undergraduate,,,,,,,True,"59,694","25,046",year,2021,,,,,,,6.5,48,48,48,48,53,17,17,17,17,79,,,,,,,,,,,,,,,"[<Selector xpath='//*[@id=""MainContent_divDesc""]/div/div[2]/ol' data='<ol>\r\n\t<li>The University requirement...'>]",,
"Bachelor of Arts,Advertising Creative",,,https://reg.msu.edu/AcademicPrograms/ProgramDetail.aspx?Program=6331,,,,Undergraduate,,,,,,,True,"59,694","25,046",year,2021,,,,,,,6.5,48,48,48,48,53,17,17,17,17,79,,,,,,,,,,,,,,,"[<Selector xpath='//*[@id=""MainContent_divDesc""]/div/div[2]/ol' data='<ol>\r\n\t<li>The University requirement...'>]",,
"Additional Major Undergraduate,Additional Major in Russian",,,https://reg.msu.edu/AcademicPrograms/ProgramDetail.aspx?Program=0736,,,,Undergraduate,,,,,,,True,"59,694","25,046",year,2021,,,,,,,6.5,48,48,48,48,53,17,17,17,17,79,,,,,,,,,,,,,,"This option is designed to encourage students to combine a major in Russian with a major in another field such as international relations, political science, English, another foreign language, or hotel and restaurant management.  Students electing this option must meet the requirements of the College of Arts and Letters for the Bachelor of Arts degree and must complete the following requirements for the major in Russian:","[<Selector xpath='//*[@id=""MainContent_divDesc""]/div/div[2]/ol' data='<ol>\r\n    <li>The Russian courses lis...'>]",,
"Bachelor of Science,Agribusiness Management",,,https://reg.msu.edu/AcademicPrograms/ProgramDetail.aspx?Program=0483,,,,Undergraduate,,,,,,,True,"59,694","25,046",year,2021,,,,,,,6.5,48,48,48,48,53,17,17,17,17,79,,,,,,,,,,,,,,"The agribusiness management major is designed for students who are interested in careers with agricultural input supply, agricultural production, commodity assembly and processing, and agricultural marketing organizations.  The program, which focuses on the managerial functions performed by organizations throughout the agribusiness sector, provides a system–wide perspective of managerial problems confronting such organizations.  Faculty who are associated with the program maintain close relationships with agribusiness companies. Those relationships benefit students who seek information about careers, scholarships, and employment in the field.","[<Selector xpath='//*[@id=""MainContent_divDesc""]/div/div[2]/ol' data='<ol>\r\n\t<li>The University requirement...'>]",,
"Bachelor of Science,Agriculture, Food and Natural Resources Education",,,https://reg.msu.edu/AcademicPrograms/ProgramDetail.aspx?Program=5379,,,,Undergraduate,,,,,,,True,"59,694","25,046",year,2021,,,,,,,6.5,48,48,48,48,53,17,17,17,17,79,,,,,,,,,,,,,,,"[<Selector xpath='//*[@id=""MainContent_divDesc""]/div/div[2]/ol' data='<ol>\r\n\t<li>The University requirement...'>]",,
"Bachelor of Science,Animal Science",,,https://reg.msu.edu/AcademicPrograms/ProgramDetail.aspx?Program=0267,,,,Undergraduate,,,,,,,True,"59,694","25,046",year,2021,,,,,,,6.5,48,48,48,48,53,17,17,17,17,79,,,,,,,,,,,,,,"The undergraduate program in animal science is designed to prepare students for a variety of careers by providing a strong basic science foundation paired with practical animal experience gained through the multiple farm facilities near campus.  Graduates may be employed in research, extension, agribusiness, finance, marketing, public relations, event or association management, farm ownership, and more.  Graduates often attend veterinary or graduate school as well.,All animal science students must complete a set of required core courses that include anatomy and physiology, nutrition, genetics, and management.  These courses are taught using beef cattle, companion animals, dairy cattle, horses, poultry, and swine.  Additional courses are then added to allow students to personalize their program of study.  Scientific principles of biology and animal science are key components of the program although the animal science major also provides enough flexibility for students to choose a path that meets their needs and interest areas.  Students choose from one the following concentrations as they plan their degree program: animal industry, companion and exotic animal biology, or animal biology/preveterinary.,The , is designed to prepare students for careers in managing animal operations. Marketing, sales, and production of animals and animal products offer numerous employment opportunities. The , prepares students for careers in the areas of small animal nutrition, pet food sales, and captive and small animal management. Students may also use their elective credits to complete the preveterinary requirements and apply to MSU’s College of Veterinary Medicine. The , is designed for students who are interested in an advanced degree in animal science or a career in veterinary medicine. The requirements for admission to MSU’s College of Veterinary Medicine are included in the requirements for this concentration. Using electives, students may be able to complete requirements for other veterinary schools. Each veterinary school requires different courses for admission. It is the student’s responsibility to assess requirements and transferability of courses to desired veterinary school.,Students who are enrolled in the Bachelor of Science degree program with a major in animal science may elect a Minor in Plant, Animal and Microbial Biotechnology.  For additional information, refer to the , statement., ","[<Selector xpath='//*[@id=""MainContent_divDesc""]/div/div[2]/ol' data='<ol>\r\n\t<li>The University requirement...'>]",,
"Bachelor of Fine Arts,Apparel and Textile Design",,,https://reg.msu.edu/AcademicPrograms/ProgramDetail.aspx?Program=5679,,,,Undergraduate,,,,,,,True,"59,694","25,046",year,2021,,,,,,,6.5,48,48,48,48,53,17,17,17,17,79,,,,,,,,,,,,,,"The Bachelor of Fine Arts degree program in Apparel and Textile Design provides professional preparation in apparel and textile design. The core of the program emphasizes aesthetics and creativity; two- and three-dimensional design skills; design technology; textile materials; the historical and cultural aspects of apparel; and the role of apparel and textiles in a global context.,Students enrolled at Michigan State University are eligible to apply for the Bachelor of Fine Arts degree in Apparel and Textile Design if they:,To apply, students must submit an application consistent with the process outlined by the department. Applications will include a portfolio of art and design work produced in studio courses taken to date at Michigan State University. Exceptions will be considered for transfer students. Applications are due by the end of the eighth week of the spring semester and decisions will be made in time for annual enrollment. Fall semester applications will be reviewed as warranted. Oral interviews may be requested. Students denied admission may reapply one additional time. For further information, visit ,.","[<Selector xpath='//*[@id=""MainContent_divDesc""]/div/div[2]/ol' data='<ol>\r\n\t<li>have completed or are curr...'>, <Selector xpath='//*[@id=""MainContent_divDesc""]/div/div[2]/ol' data='<ol>\r\n\t<li>The University requirement...'>]",,
"Additional Major Undergraduate,Additional Major in German",,,https://reg.msu.edu/AcademicPrograms/ProgramDetail.aspx?Program=0726,,,,Undergraduate,,,,,,,True,"59,694","25,046",year,2021,,,,,,,6.5,48,48,48,48,53,17,17,17,17,79,,,,,,,,,,,,,,"This option is designed to encourage students to combine a major in German with a major in another field such as international relations, political science, English, another foreign language, or engineering.  Students electing this option must meet the requirements of the College of Arts and Letters for the Bachelor of Arts degree and must complete the following requirements for the major in German:, ","[<Selector xpath='//*[@id=""MainContent_divDesc""]/div/div[2]/ol' data='<ol>\r\n    <li>The German courses list...'>]",,
"Bachelor of Science,Applied Engineering Sciences",,,https://reg.msu.edu/AcademicPrograms/ProgramDetail.aspx?Program=8011,,,,Undergraduate,,,,,,,True,"59,694","25,046",year,2021,,,,,,,6.5,48,48,48,48,53,17,17,17,17,79,,,,,,,,,,,,,,"The Applied Engineering Sciences major provides undergraduate opportunities leading to the Bachelor of Science degree. The core goal of applied engineering sciences is to prepare technically competent, broad-based engineering graduates who have acquired a systems perspective for problem-solving and business expertise. The program provides a broad foundation in science and mathematics, engineering, and business management and is designed to develop graduates who can apply the rigor of their technical education to diverse problems and settings. The program is structured to establish skills in areas such as effective management, contemporary technical issues, deployment of new technologies, resolving ethical dilemmas, effective communication across technical disciplines both in oral and written communication, and lifelong learning.","[<Selector xpath='//*[@id=""MainContent_divDesc""]/div/div[2]/ol' data='<ol>\r\n\t<li>The University requirement...'>]",,
"Master of Science,Entomology - Master of Science",,,https://reg.msu.edu/AcademicPrograms/ProgramDetail.aspx?Program=0536,,,,Graduate,,,,,,,True,"59,694","25,046",year,2021,,,,,,,6.5,48,48,48,48,53,17,17,17,17,79,,,,,,,,,,,,,,"Faculty and facilities are available for study in many subject areas, including apiculture and pollination, aquatic systems, behavior, insect biochemistry, biological control, bionomics, ecology, insect economics, forest entomology, medical entomology, morphology, nematology, population dynamics, insect physiology, pest management on many kinds of crops, plant disease vectors, systematics, systems science, environmental and analytical toxicology, and urban and ornamental entomology. Combinations of many of these specialized subject areas are necessary for all programs of study. Regardless of specialization, the student's education must provide broad training in related sciences.,
Graduate students in entomology look forward chiefly to college teaching; research work in some of the many areas where insects affect our crops and our lives; professional employment with state, federal, or private agencies or companies; or employment as pest management consultants.,In addition to meeting the requirements of the university and of the College of Agriculture and Natural Resources, students must meet the requirements specified below.,A bachelor's degree with a 3.00 grade–point average for the last two years of study is required for admission to the master's program. Although the applicant need not have an undergraduate major in entomology for regular admission, training should have been received in the physical and biological sciences equivalent to that required of an undergraduate entomology major at Michigan State University. Students without a general entomology background should complete ENT 404 Fundamentals of Entomology during their first year. Graduate Record Examination General Test scores are required. Applicants with a good academic record but with deficiencies in physics, chemistry, mathematics, or the biological sciences may be accepted on a provisional basis until deficiencies have been rectified by collateral course work. ,
,
,The master’s degree program in entomology is available under either Plan A (with thesis) or Plan B (without thesis). A total of 30 credits is required for the degree under Plan A or Plan B. The student’s program of study must be approved by either the student’s guidance committee (Plan A) or the student’s major professor (Plan B) and is planned on an individual basis by the student, the student’s major professor, and the student’s guidance committee.,
,
,
The student must:,
,
 ","[<Selector xpath='//*[@id=""MainContent_divDesc""]/div/div[2]/ol' data='<ol>\r\n\t<li>Complete at least 6 credit...'>, <Selector xpath='//*[@id=""MainContent_divDesc""]/div/div[2]/ol' data='<ol>\r\n\t<li>Complete at least 6, but n...'>, <Selector xpath='//*[@id=""MainContent_divDesc""]/div/div[2]/ol' data='<ol>\r\n\t<li>Complete 3 to 5 credits of...'>]",,
"Bachelor of Science,Actuarial Science",,,https://reg.msu.edu/AcademicPrograms/ProgramDetail.aspx?Program=7105,,,,Undergraduate,,,,,,,True,"59,694","25,046",year,2021,,,,,,,6.5,48,48,48,48,53,17,17,17,17,79,,,,,,,,,,,,,,"Additional criteria for admission includes the following:, Students wishing to major in actuarial science need to make a request to the Actuarial Science program director or delegate when they are eligible and ready to be considered for the major. The Actuarial Science program director approves acceptance into the major. The Director of the Actuarial Science program, or their delegate, could admit students into the program who do not satisfy both of these criteria under exceptional circumstances. A student denied access to the actuarial science major could become an actuary by successfully taking Actuarial Science Exams.,Students who declare the major in actuarial science are automatically reviewed at the end of every semester and are either admitted or informed of their progress. Students must be admitted to a degree-granting college at the time they have completed 56 credits. Those who do not meet the criteria may consider a major in either Mathematics, Quantitative Risk Analytics, or in Statistics and Probability.","[<Selector xpath='//*[@id=""MainContent_divDesc""]/div/div[2]/ol' data='<ol>\r\n\t<li>To be considered for admis...'>, <Selector xpath='//*[@id=""MainContent_divDesc""]/div/div[2]/ol' data='<ol start=""1"" style=""list-style-type:...'>, <Selector xpath='//*[@id=""MainContent_divDesc""]/div/div[2]/ol' data='<ol>\r\n\t<li>The University requirement...'>]",,
"Additional Major Undergraduate,Additional Major in Global Studies in the Arts and Humanities",,,https://reg.msu.edu/AcademicPrograms/ProgramDetail.aspx?Program=5695,,,,Undergraduate,,,,,,,True,"59,694","25,046",year,2021,,,,,,,6.5,48,48,48,48,53,17,17,17,17,79,,,,,,,,,,,,,,"This opportunity is designed to encourage students to combine a major in Global Studies in the Arts and Humanities with a major in another field such as business, economics, history, international relations, political science, or another foreign language.  Students electing this option must meet the requirements of the College of Arts and Letters for the Bachelor of Arts degree and must complete the requirements 3. a., 3. b., and 3. c. in the Bachelor of Arts degree in Global Studies in the Arts and Humanities above to fulfill the requirement of 32 to 36 semester credits. Students will also be required to pass an oral proficiency test administered by the assessment coordinator for the Center for the Support of Language Teaching., ",,,
"Additional Major Undergraduate,Additional Major in Japanese",,,https://reg.msu.edu/AcademicPrograms/ProgramDetail.aspx?Program=5710,,,,Undergraduate,,,,,,,True,"59,694","25,046",year,2021,,,,,,,6.5,48,48,48,48,53,17,17,17,17,79,,,,,,,,,,,,,,"This option is designed to encourage students to combine a major in Japanese with a major in another field.  Students electing an additional major must meet the requirements of the College of Arts and Letters for the Bachelor of Arts degree and must complete requirements 3. a., 3. b., and one course from 3. c. in the Bachelor of Arts degree in Japanese above to fulfill the requirement of 28 semester credits. , ",,,
"Doctor of Philosophy,Entomology - Doctor of Philosophy",,,https://reg.msu.edu/AcademicPrograms/ProgramDetail.aspx?Program=0537,,,,Graduate,,,,,,,True,"59,694","25,046",year,2021,,,,,,,6.5,48,48,48,48,53,17,17,17,17,79,,,,,,,,,,,,,,"The Department of Entomology aspires to develop not only capable entomologists but also capable scholars. Scholarly potential is sought in the prospective student, and course and research programs are designed to round out the student's knowledge and bring it to the stage of development where the student can work creatively in the field.,In addition to meeting the requirements of the university and of the College of Agriculture and Natural Resources, students must meet the requirements specified below.,A bachelor’s degree with a 3.00 grade–point average for the last two years of study is required for admission to the master’s program. The applicant need not have an undergraduate major in entomology for regular admission, but should have a background in biology, chemistry, mathematics, physics, and general entomology equivalent to that required of an undergraduate entomology major at Michigan State University. Students without a general entomology background should complete ENT 404 Fundamentals of Entomology during their first year. Graduate Record Examination General Test scores are required. Applicants with a good academic record but with deficiencies may be accepted on a provisional basis until deficiencies have been remediated. Collateral course work does not count towards the requirements for the degree.,
,
,The student’s program of study is planned on an individual basis by the students, the student’s major professor, and the student’s guidance committee. Students must take 9 entomology course credits and complete a minimum of 24 credits of ENT 999 Doctoral Dissertation Research. Within 18 months of matriculation, students must pass a doctoral qualification examination which primarily consists of the defense of a dissertation proposal. Written and oral comprehensive examinations are required after completing course work, covering specific disciplinary areas related to thesis research and broader general knowledge of entomology and related sciences.  After completing research, doctoral students are required to write and defend a dissertation with a departmental seminar.,
,
 ",,,
"Doctor of Philosophy,English - Doctor of Philosophy",,,https://reg.msu.edu/AcademicPrograms/ProgramDetail.aspx?Program=0647,,,,Graduate,,,,,,,True,"59,694","25,046",year,2021,,,,,,,6.5,48,48,48,48,53,17,17,17,17,79,,,,,,,,,,,,,,"To be considered for admission to the Doctor of Philosophy degree program in English, an applicant must:,To be admitted to the program on regular status, an applicant must have:,Students who are admitted to the doctoral degree program in English before they have satisfied the requirements referenced in items 3. and 4. above must do so before they may take the comprehensive examinations.  Credits in courses that are used to satisfy these requirements may not be used to satisfy the requirements for the doctoral degree.,To be admitted on an accelerated basis to the doctoral degree program in English, after one year of Master of Arts course work, students must:,The student must:,A student who fails the comprehensive examinations, the oral examination, or the final oral examination in defense of the dissertation may repeat that examination only once.","[<Selector xpath='//*[@id=""MainContent_divDesc""]/div/div[2]/ol' data='<ol>\r\n\t<li>Have the results of the Gr...'>, <Selector xpath='//*[@id=""MainContent_divDesc""]/div/div[2]/ol' data=""<ol>\r\n\t<li>A master's degree in Engli..."">, <Selector xpath='//*[@id=""MainContent_divDesc""]/div/div[2]/ol' data='<ol>\r\n\t<li>Be enrolled in the Michiga...'>, <Selector xpath='//*[@id=""MainContent_divDesc""]/div/div[2]/ol' data='<ol>\r\n\t<li>Complete all of the follow...'>]",,
"Master of Science,Electrical and Computer Engineering - Master of Science",,,https://reg.msu.edu/AcademicPrograms/ProgramDetail.aspx?Program=8093,,,,Graduate,,,,,,,True,"59,694","25,046",year,2021,,,,,,,6.5,48,48,48,48,53,17,17,17,17,79,,,,,,,,,,,,,,"In addition to meeting the requirements of the university and of the College of Engineering, students must meet the requirements specified below.,Applicants for admission should possess a Bachelor of Science degree in electrical engineering or a related field such as physics, mathematics, or computer science, and should have a grade–point average that would indicate  success in graduate study. ,Students who are admitted without a Bachelor of Science degree in electrical engineering may be required to complete collateral courses. International applicants are required to submit Graduate Record Examination General Test scores.,The student must complete a total of 30 credits under either Plan A (with thesis) or Plan B (without thesis) and meet the requirements specified below:",,,
